cntry,inctxff,cflsenr,ownrdcc,lklmten,lkredcc,gvsrdcc,ccrdprs,wrclmch,clmthgt1,ppltrst,pplfair,pplhlp,trstplc,trstlgl,trstprt,trstprl,trstplt,impen,year,country,energy,motor_vehicles_and_transport,pol_trust,ajr_settmort,al_ethnic,al_language,al_religion,atop_ally,atop_number,bci_bci,bicc_gmi,biu_offrel,bl_asyf,bl_asym,bl_asymf,bmr_dem,bmr_demdur,cai_cai2,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,chga_demo,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_physint,ciri_polpris,ciri_relfre_new,ciri_speech,ciri_tort,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cspf_sfi,diat_ti,dpi_cemo,dpi_checks,dpi_cl,dpi_dhondt,dpi_gf,dpi_gprlc1,dpi_gpvs1,dpi_gvs,dpi_plurality,dpi_polariz,dpi_pr,dpi_pvfr,dpi_system,dpi_tf,dpi_thresh,dpi_vslop1,dr_eg,dr_ig,dr_pg,dr_sg,ef_ef,ffp_ext,ffp_fsi,ffp_hf,ffp_hr,ffp_ps,ffp_ref,ffp_sec,ffp_sl,ffp_ued,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_pr,fh_rol,fh_status,fhp_score5,fhp_status5,fi_ftradeint,fi_index,gd_ptsa,gii_gii,gle_cgdpc,gle_exp,gle_gdp,gle_imp,gle_pop,gle_rgdpc,gle_trade,gol_enep,gol_est,gol_est_spec,gol_pr,gwf_regimetype,h_j,hf_efiscore,hf_financ,hf_invest,hf_labor,hf_prights,ht_colonial,ht_region,ht_regtype,ht_regtype1,iaep_bp,iaep_cc,iaep_epmf,iaep_es,iaep_osp,iaep_ufs,icrg_qog,ihme_lifexp_allt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_ns,iiag_phr,iiag_rol,iiag_srol,iiag_wel,ipu_l_sw,ipu_u_sw,jw_bicameral,lp_lat_abst,lp_legor,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,no_ef,no_ufs,p_durable,p_polity2,pwt_hci,pwt_pop,ross_gas_value_2014,ross_oil_value_2014,rsf_pfi,sc_pcov,sc_penagef,sc_penagem,sc_pgen,sc_sickcov,sc_sickdur,sc_skgen,sc_tgen,sc_uecov,sc_uegen,shec_se,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,vi_rsg,vi_rsm,vi_udr,vi_wcoord,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_eneimp,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2010,wdi_gdpcappppcon2011,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_homicides,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_migration,wdi_nerp,wdi_ners,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_refasy,wdi_refori,wdi_semp,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,who_sanittot,whr_hap,wr_regtype
AT,3.2320887991927343,5.808651399491094,4.89029535864979,4.11922268907563,5.613410162388686,4.144584647739222,5.918495297805643,3.0437017994858615,2.0277777777777777,5.367529880478088,5.958624127617148,5.504230960676954,7.0409181636726546,6.27755511022044,3.808136614766449,4.954109934442763,3.878134403209629,2.164747120681022,2016,Austria,643.9678731203,516.60634459114,4.215553778,NA,0.1067761823104126,0.1521865999999999,0.4146217,1,2,26.119724,572.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.590778045063079,5.158095631093,0,0,0,0,0,0,13.1,10.9,0,0,0,0,0,0,0,0,21.9,0,25.700001,28.4,2,74.1,0,NA,0,4,1,1,0.50381362,3,26.82,50.809998,0,2,1,NA,2,0.78853059,4,20.51,NA,NA,NA,NA,NA,1.2,27.7,1.5,1.2,1.1,5.6,1,1.4,2.9,12,1,12,16,10,10,15,1,15,1,22,1,NA,NA,1,0.884,NA,NA,NA,NA,NA,NA,NA,5.149357,2,9,12,NA,1,71.7,70,90,72.5,90,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0.91666669,81.536865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,29.5,NA,0.5244445,4,45010,3122,NA,NA,NA,NA,NA,NA,70,10,NA,NA,NA,NA,13.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90600002,NA,0.0602072704272526,0.7671241609720381,0.7550351209878554,0.9481111850133249,0.7812050936558433,3.782229933682332,0.6452711662491107,0.8532353592177074,NA,NA,NA,NA,1.522,1.5484771,1.5122353,0.90963876,1.8150015,100,100,100,0.493914597315177,49.5298368459148,NA,NA,82523,15000000,13000000,10,28.9630431661026,0.595666297009536,NA,9.2,NA,6.23875999450684,10.3830795288086,NA,NA,NA,NA,NA,NA,4.55999994277954,4.34800004959106,3.92899990081787,4.71999979019165,25.5629997253418,11.9840002059937,37.5880012512207,70.088996887207,84.0879974365234,57.6920013427734,NA,NA,NA,NA,NA,NA,0.747000091600257,-7.66336096729233,-7.32537674811396,1.49,NA,NA,1.10158899771897,48077.8783610298,44464.3502683082,24.7109938009083,102.264358520508,104.223541259766,100.963020324707,83.4552764892578,0.655219649857976,84.3233312921004,46.7299876940296,80.890243902439,83.4,78.5,NA,NA,NA,8736668,14.0962544551354,66.8762899389668,19.0274556058978,105.869490929801,42.095,57.905,93182,NA,12.75,NA,NA,25.6665724682797,40.9451779741297,101.167012721198,5.53599977493286,6.01000022888184,6.42600011825562,10.2220001220703,11.2449998855591,12.1260004043579,30.6,NA,7.04807186126709,NA
BE,3.2460227272727273,6.5773371104815865,4.896393817973669,4.3436426116838485,5.8075601374570445,4.696449026345934,5.988551803091013,3.1829616923956547,1.8,5.246319365798414,5.869195922989808,4.714043035107588,6.4067988668555245,5.322342239909039,4.038176638176639,4.791189931350115,4.125071063104036,2.1255681818181817,2016,Belgium,557.25388394409,283.12642383701,4.833870203,NA,0.5554,0.5408843999999999,0.2126811,1,3,21.769665,549.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.844060085500257,9.700732405296602,0,0,0,0,22,0,8,22.6,1.3,0,0,2.0999999,0,0,0,0,2,0,18,24,3,89.4,2,NA,0,4,1,1,0.73053217,0,9.6400003,51.290001,0,NA,1,NA,1,0.87567568,NA,11.67,NA,NA,NA,NA,NA,1,30.8,1.6,1.5,2.3,2.4,2.4,1.4,2.7,12,1,12,15,12,9.5,15,1,13,1,12,1,NA,NA,1,0.89899999,NA,NA,NA,NA,NA,NA,NA,9.447867,2,9,12,NA,1,68.4,70,85,60.5,80,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0.8611111,80.913124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,50,NA,0.5611111,2,39733,5950,NA,NA,NA,NA,NA,NA,72,8,NA,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91500002,NA,0.0293486346890599,0.8005923136812529,0.7986741187562214,0.92604563505489,0.7985758054351131,3.870950743044554,0.624555994228825,0.8757183050181916,NA,NA,NA,NA,4.656,1.6386434,1.3265402,0.4413673,1.3909943,100,100,100,0.6753621879497,54.7983939052332,NA,NA,30280,7000000,4000000,10.8,37.5961129664717,3.72032972869501,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16800022125244,1.25100004673004,0.754000008106232,1.67599999904633,21.2630004882813,8.17099952697754,32.443000793457,77.4860000610352,91.0749969482422,65.8809967041016,NA,NA,NA,NA,NA,NA,0.925260488934112,7.9164959229974,6.14270247407187,1.7,NA,NA,0.61749191345839,45457.8993419591,42083.6443038217,19.7909233893634,NA,NA,NA,NA,NA,86.5165,45.925148289955,80.9926829268293,83.4,78.7,NA,NA,NA,11331422,17.0312418699887,64.6001511307203,18.368606999291,374.221334214003,2.081,97.919,42128,44,14.8739995956421,NA,NA,23.1360261343397,38.4830881237543,164.544702629143,7.55999994277954,7.82999992370605,8.0600004196167,18.1219997406006,20.0900001525879,21.6979999542236,39.3,NA,6.948936462402344,NA
CH,2.7834566240753196,6.828571428571429,4.95112016293279,4.006081081081081,5.949556918882072,4.2459128065395095,6.861372812920592,3.1188251001335114,3.1499999999999995,5.986220472440945,6.426692965154504,5.78397898883782,7.235023041474654,6.6291834002677374,5.233926128590971,6.319047619047618,5.370270270270271,1.946017116524029,2016,Switzerland,472.02069955803,371.19407880718,5.542046426,NA,0.5314,0.544095,0.6083014,1,2,13.347012,624.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.898359049718343,5.841019141019725,0,0,0,3.5,0,0,9,16.5,0,0,0,3,0,0,0,0,32.5,0,14,21.5,3,48.5,1,NA,0,3,0,0,0.75152707,1,NA,0,1,NA,1,NA,2,0.80599666,0,NA,NA,NA,NA,NA,NA,1,21.1,2.1,1.8,1,2.5,1.1,1,2.2,12,1,12,15,12,10,15,1,15,1,13,1,NA,NA,1,0.917,NA,NA,NA,NA,NA,NA,NA,5.772872,2,9,17,NA,1,81,80,85,72.1,90,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0.8888889,83.176765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,15.2,NA,0.5222222,4,61844,5124,NA,NA,NA,NA,NA,NA,168,10,NA,NA,NA,NA,12.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94300002,NA,0.019209346608985,0.8494330713222964,0.8182615889164415,0.9358380381237106,0.8349377785468826,3.707089036027937,0.7759106172045045,0.881613695356716,NA,NA,NA,NA,0.269,1.9882884,2.0089331,1.3062904,1.9475782,100,100,100,0.428428774789819,49.3821398765529,NA,NA,39516,186000000,64000000,10.5,44.9136184782698,4.30771833893952,NA,7.8,19.81057568757,5.6040301322937,12.0800399780273,NA,NA,NA,NA,NA,NA,6.00600004196167,3.36199998855591,2.85700011253357,3.80299997329712,20.5879993438721,9.88599967956543,29.9069995880127,76.0490036010742,87.2570037841797,66.2910003662109,NA,NA,NA,NA,NA,NA,0.683595231521235,9.04341679287233,12.647231419759,1.54,NA,NA,0.652610994733409,76682.6448002236,57421.5485009872,25.0097416589995,104.406616210938,104.786651611328,102.289932250977,57.8661117553711,0.536357442139488,89.1346877351392,46.5879993725921,82.8975609756098,85.1,80.8,NA,93.5381317138672,85.5976486206055,8373338,14.826549598839,66.9424032334258,18.2310471677352,211.8974086446,26.261,73.739,82608,NA,15.0830001831055,NA,NA,9.76821094216059,45.8628148291681,120.4002140529,5.01100015640259,4.92000007629395,4.84100008010864,8.39500045776367,8.57600021362305,8.7519998550415,32,NA,7.45851993560791,NA
CZ,3.3853591160220997,5.181818181818182,3.4738084001887684,3.5425582501188777,4.767386091127098,4.876144578313253,3.344762799436355,2.7319347319347322,1.9836065573770494,5.049006622516556,5.362671384343211,4.8060954063604235,5.776106194690266,5.15665331553182,3.5349354695149087,4.3073825503355705,3.588627276765882,2.4226164079822614,2016,Czechia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE,3.0291400142146414,6.382903567643942,4.383896477354422,3.695605187319885,5.654899135446686,3.779624277456647,6.5878136200716835,3.3499821619693186,3.4166666666666665,5.28441011235955,6.120477695820162,5.423508771929825,7.01195919803025,6.036382903567644,4.1090973702914,5.223052294557097,4.086158192090395,2.1142553944110367,2016,Germany,678.66734791116,138.25984964183,4.76307742,NA,0.1682020000000001,0.1642306,0.6571196,1,10,23.631203,522.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.509092057521036,4.824974065764398,0,0,10.1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,49.299999,30.6,2,71.5,0,NA,0,6,1,0,0.47353181,1,41.540001,67.270004,1,2,1,NA,2,0.64429355,5,8.5900002,NA,NA,NA,NA,NA,1,28.1,2.1,1.1,1.1,5.4,2.1,1,2.8,12,1,12,15,12,10,15,1,14,1,20,1,NA,NA,1,0.917,NA,NA,NA,NA,NA,NA,NA,4.077572,3,11,1,NA,1,74.4,70,90,50.6,90,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0.8888889,80.93335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,40.6,NA,NA,NA,46841,4596,NA,NA,NA,NA,NA,NA,26,10,NA,NA,NA,NA,14.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93400002,NA,0.0225427382831346,0.824767388638627,0.8083877276685669,0.9524848498924054,0.817685309344099,3.73819026315607,0.617725051292688,0.8654878033410645,NA,NA,NA,NA,4.917,1.8433517,1.7349029,0.6813634,1.6220487,100,100,100,0.413677074113562,52.3439752792884,NA,NA,348900,2535000000,61000000,9.3,39.0650407536271,1.30195024488152,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43900012969971,1.30799996852875,0.89300000667572,1.6710000038147,27.3819999694824,13.8079996109009,39.2319984436035,71.3099975585938,85.2990036010742,59.0970001220703,NA,NA,NA,NA,NA,NA,1.19584612204004,1.66935764076614,2.62295451071848,1.5,NA,NA,0.553171864315135,45923.0075696152,44431.8228379944,27.4659436077671,NA,NA,NA,NA,1.17619285124739,89.6471005903368,46.4281444539093,80.6414634146341,83.1,78.3,NA,NA,NA,82348669,13.0894633869742,65.640928159976,21.2696084530498,236.023700200631,22.776,77.224,669408,67,10.4460000991821,NA,NA,11.2420603998028,55.3014483168534,84.2672667419411,3.74000000953674,4.11999988555908,4.44999980926514,6.09499979019165,7.03200006484985,7.84600019454956,36.5,NA,6.873763084411621,NA
EE,3.421402969790067,5.341305430991529,3.162622612287042,3.5834633385335413,4.700262467191601,4.726277372262774,4.254115226337449,2.6374298827129015,2.666666666666667,5.7155599603567895,5.98411122144985,5.30818858560794,6.836245631552671,5.813576494427558,3.5644916540212446,4.515288220551378,3.632345554997489,2.072139303482587,2016,Estonia,711.75393221172,18.806095560811,3.932918551,NA,0.50617,0.4944277,0.4984568,1,9,24.777344,696.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.859535136868807,5.357133290833408,0,0,0,28.700001,0,0,0,56.400002,0,0,0,0,0,0,0,0,0,0,0,14.9,2,64.2,0,NA,0,3,0,1,0.63120979,1,27.700001,56.599998,0,NA,1,NA,1,0.79584157,5,24.799999,NA,NA,NA,NA,NA,4.3,44.7,4,1.7,2.9,3.1,3.3,2.7,3.2,12,1,12,16,11,9.75,14,1,14,1,16,1,NA,NA,1,0.84100002,NA,NA,NA,NA,NA,NA,NA,5.139803,2,9,12,NA,1,77.2,80,90,57.2,90,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0.65277779,77.579666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,26173,NA,NA,NA,NA,NA,NA,NA,16,9,NA,NA,NA,NA,13.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86799997,NA,0.0476888982275077,0.8613299941776932,0.8368626522697457,0.9464076749595,0.8630184370153324,3.797892906821757,0.6433699108932417,0.915368125317891,NA,NA,NA,NA,0.461,1.2722911,1.0982465,0.67390776,1.2263855,100,100,100,0.922044056417571,54.6705379655697,NA,NA,42390,NA,31000000,10.7,30.0802625944613,20.7607422997778,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88800001144409,3.89400005340576,1.99800002574921,5.70699977874756,29.7229995727539,17.2730007171631,41.6230010986328,66.3830032348633,80.7289962768555,52.6699981689453,NA,NA,NA,NA,NA,NA,2.13287444744984,3.17775504933314,0.811996202103237,1.58,NA,NA,2.20465846985322,18094.587299874,28109.81704489,23.1216847103184,NA,NA,NA,NA,NA,87.2373320920335,48.5047038653816,77.7365853658537,82.5,73.2,NA,NA,NA,1315790,16.1956871236977,64.653523736668,19.1507891396344,31.0401037980656,31.437,68.563,287,298,9.49600028991699,NA,NA,1.43356067311757,28.2366001697599,154.102849661032,6.06500005722046,6.76000022888184,7.41400003433228,10.5550003051758,13.4079999923706,15.7370004653931,23.8,NA,5.649675369262695,NA
